"Name","Agent","State","Notes","User","Tags","Created","Runtime","Sweep","batch_size","down_num","kf_i","lr","max_len","model_name","output_dir","up_num","AUC_Value_dev","AUC_Value_final_dev","AUC_Value_test","Accuracy_dev","Accuracy_final_dev","Accuracy_test","F_measure_dev","F_measure_final_dev","F_measure_test","Precision_dev","Precision_final_dev","Precision_test","Recall_dev","Recall_final_dev","Recall_test","acc_final_dev","acc_test","model_final_dev","model_save_dir","score_final_dev","score_test","tradeoff_final_dev","tradeoff_test"
"royal-sweep-123","lt9lhzb6","finished","-","tabchen","","2022-09-14T19:38:34.000Z","3875","31xks6k8","32","4","0","0.000001","256","en_deberta_v3_large","model/task1/cv5","1","0.78","0.7657","0.7629","0.8151","0.8641","0.8281","0.3046","0.2298","0.3533","0.3985","0.4286","0.45","0.2465","0.157","0.2909","0.8406431647481981","0.8008673668088664","pred","model/task1/cv5/df33f93b-b23f-438e-ae2b-e2563043be60/en_deberta_v3_large","1.0704431647481982","1.2164673668088664","0.42","0.42"
"lilac-sweep-122","9hq4i1b2","finished","-","tabchen","","2022-09-14T19:19:35.000Z","2618","31xks6k8","32","1","0","0.00001","256","en_deberta_large","model/task1/cv5","1","0.7841","0.7546","0.7584","0.838","0.7606","0.841","0.0862","0.3786","0.116","0.5882","0.2847","0.5667","0.0465","0.5647","0.0646","0.7496225927602798","0.7724734054478516","pred","model/task1/cv5/9eb3a916-7fe4-4b24-bcf7-70da50b0fbd7/en_deberta_large","1.1282225927602798","1.1873734054478515","0.21","0.21"
"prime-sweep-121","1wrbwr4p","finished","-","tabchen","","2022-09-14T18:59:29.000Z","2480","31xks6k8","32","4","0","0.00001","256","en_deberta_v3_large","model/task1/cv5","1","0.7932","0.7769","0.7739","0.8358","0.8534","0.8386","0","0.3179","0","0","0.3983","0","0","0.2645","0","0.8324302893290892","0.8281155617878729","pred","model/task1/cv5/fb0ea4e1-2f40-46f4-990d-f23294b5d707/en_deberta_v3_large","1.1503302893290892","1.2211155617878728","0.28","0.28"
"firm-sweep-120","lt9lhzb6","finished","-","tabchen","","2022-09-14T18:57:11.000Z","2479","31xks6k8","32","10","0","0.000005","256","en_deberta_v3_large","model/task1/cv5","2","0.7824","0.8008","0.7848","0.8358","0.7809","0.8386","0","0.4221","0","0","0.3201","0","0","0.6198","0","0.7680605263902287","0.804530823958525","pred","model/task1/cv5/80e27376-53fd-4d4a-9415-a35324204b44/en_deberta_v3_large","1.1901605263902286","1.260230823958525","0.25","0.25"
"young-sweep-119","9hq4i1b2","finished","-","tabchen","","2022-09-14T18:35:53.000Z","2613","31xks6k8","32","2","0","0.00001","256","en_deberta_large","model/task1/cv5","6","0.8009","0.7912","0.7768","0.8365","0.8289","0.8398","0.0093","0.4184","0.0188","1","0.3728","0.8333","0.0047","0.4766","0.0095","0.8125354535911165","0.8281056608984457","pred","model/task1/cv5/03f3002e-6054-46f5-8298-8837eb8b36ad/en_deberta_large","1.2309354535911163","1.2246056608984457","0.23","0.23"
"peach-sweep-118","1wrbwr4p","finished","-","tabchen","","2022-09-14T18:02:26.000Z","3415","31xks6k8","32","2","0","0.00001","256","en_deberta_v3_large","model/task1/cv5","2","0.7932","0.771","0.768","0.8335","0.8147","0.837","0.2922","0.4046","0.3166","0.4839","0.3457","0.49","0.2093","0.4876","0.2338","0.8035556156267858","0.8161674979836436","pred","model/task1/cv5/eb798391-ee8a-4ae8-843c-f9cfc391e29d/en_deberta_v3_large","1.208155615626786","1.2205674979836436","0.38","0.38"
"fluent-sweep-117","lt9lhzb6","finished","-","tabchen","","2022-09-14T17:56:17.000Z","3646","31xks6k8","32","6","0","0.000001","256","en_deberta_large","model/task1/cv5","10","0.7959","0.7783","0.7897","0.8212","0.7915","0.8349","0.3198","0.4116","0.3641","0.4264","0.3239","0.4812","0.2558","0.5647","0.2928","0.7822232911532884","0.8295838603931557","pred","model/task1/cv5/49d4143c-2d43-49b8-81bc-3a5d2f11414b/en_deberta_large","1.1938232911532884","1.2989838603931556","0.28","0.28"
"sage-sweep-116","9hq4i1b2","finished","-","tabchen","","2022-09-14T17:52:15.000Z","2609","31xks6k8","32","1","0","0.00002","256","en_deberta_large","model/task1/cv5","1","0.777","0.7541","0.7459","0.8358","0.8182","0.8386","0","0.3953","0","0","0.3465","0","0","0.4601","0","0.7993714386077142","0.7929200997525888","pred","model/task1/cv5/19aaa385-53a3-45d0-85c8-3a054321a1b6/en_deberta_large","1.1946714386077142","1.2053200997525888","0.26","0.26"
"sweet-sweep-115","1wrbwr4p","finished","-","tabchen","","2022-09-14T17:18:27.000Z","2631","31xks6k8","32","10","0","0.000005","256","en_deberta_large","model/task1/cv5","6","0.8027","0.7945","0.7807","0.838","0.7681","0.8462","0.2148","0.4018","0.2233","0.5273","0.3012","0.605","0.1349","0.6033","0.1369","0.7589058736119494","0.8138864080803305","pred","model/task1/cv5/cc679a4a-86ac-40c1-971f-5fd602f93488/en_deberta_large","1.160705873611949","1.2738864080803305","0.21","0.21"
"toasty-sweep-114","lt9lhzb6","finished","-","tabchen","","2022-09-14T17:12:34.000Z","2617","31xks6k8","32","4","0","0.00001","256","en_deberta_large","model/task1/cv5","1","0.7892","0.7686","0.7598","0.8426","0.8289","0.8416","0.1271","0.3761","0.1485","0.7143","0.3554","0.5625","0.0698","0.3994","0.0856","0.8140715912424393","0.7860969565242485","pred","model/task1/cv5/2ac3991c-ad38-4893-9373-b4f8a2099f57/en_deberta_large","1.190171591242439","1.2118969565242486","0.25","0.25"
"grateful-sweep-113","9hq4i1b2","finished","-","tabchen","","2022-09-14T16:51:54.000Z","3615","31xks6k8","32","6","0","0.00002","256","en_deberta_large","model/task1/cv5","10","0.7699","0.7414","0.7462","0.8365","0.8068","0.8321","0.3228","0.3271","0.2774","0.505","0.2973","0.4545","0.2372","0.3636","0.1996","0.7960783950516191","0.8355897995475401","pred","model/task1/cv5/b9f1b48a-650f-4845-a497-e17246106ec5/en_deberta_large","1.1231783950516192","1.24068979954754","0.26","0.26"
"grateful-sweep-112","1wrbwr4p","finished","-","tabchen","","2022-09-14T16:34:44.000Z","2616","31xks6k8","32","6","0","0.000005","256","en_deberta_large","model/task1/cv5","1","0.789","0.7706","0.7712","0.8358","0.8481","0.8441","0.2066","0.2989","0.2038","0.5","0.3699","0.5804","0.1302","0.2507","0.1236","0.8304154189357014","0.8132052307335355","pred","model/task1/cv5/db3fd033-ca1e-4c68-bad4-b3fd9caea47f/en_deberta_large","1.1293154189357013","1.2282052307335354","0.28","0.28"
"astral-sweep-111","9hq4i1b2","finished","-","tabchen","","2022-09-14T16:10:15.000Z","2493","31xks6k8","32","6","0","0.000005","256","en_deberta_v3_large","model/task1/cv5","6","0.7999","0.8023","0.7851","0.8403","0.8232","0.845","0.1469","0.4371","0.1842","0.6","0.3712","0.6129","0.0837","0.5317","0.1084","0.8085329127910542","0.8265295370799753","pred","model/task1/cv5/e3075e68-9b3a-45f5-905c-5317ccdb898e/en_deberta_v3_large","1.245632912791054","1.2657295370799753","0.26","0.26"
"fine-sweep-110","1wrbwr4p","finished","-","tabchen","","2022-09-14T15:59:12.000Z","2126","31xks6k8","32","4","0","0.00002","256","en_deberta_large","model/task1/cv5","10","0.5121","0.4824","0.5137","0.8358","0.8709","0.8386","0","0","0","0","0","0","0","0","0","0.8575060702312525","0.8703580628786693","pred","model/task1/cv5/cc7126d5-eaa7-4099-ae9d-e4396b9f1aa3/en_deberta_large","0.8575060702312525","0.8703580628786693","0.55","0.55"
"dark-sweep-109","lt9lhzb6","finished","-","tabchen","","2022-09-14T15:55:56.000Z","4591","31xks6k8","32","1","0","0.00001","256","en_deberta_large","model/task1/cv5","2","0.5532","0.5185","0.5112","0.8358","0.8709","0.8386","0","0","0","0","0","0","0","0","0","0.8575060702312525","0.8703580628786693","pred","model/task1/cv5/016991c5-3882-42b0-bad9-eeb1e73db804/en_deberta_large","0.8575060702312525","0.8703580628786693","0.55","0.55"
"likely-sweep-108","9hq4i1b2","finished","-","tabchen","","2022-09-14T15:34:36.000Z","2133","31xks6k8","32","10","0","0.00002","256","en_deberta_large","model/task1/cv5","10","0.5381","0.5871","0.5004","0.165","0.8709","0.1621","0.2823","0","0.2782","0.1644","0","0.1615","1","0","1","0.8575060702312525","0.8703580628786693","pred","model/task1/cv5/6671ae15-f814-4dd8-9d04-c35aa1568541/en_deberta_large","0.8575060702312525","0.8703580628786693","0.55","0.55"
"stilted-sweep-107","1wrbwr4p","finished","-","tabchen","","2022-09-14T15:15:21.000Z","2626","31xks6k8","32","1","0","0.00002","256","en_deberta_large","model/task1/cv5","4","0.7824","0.7735","0.7523","0.8373","0.8278","0.8419","0.0617","0.398","0.0754","0.5833","0.3628","0.6774","0.0326","0.4408","0.0399","0.8092791868510091","0.8350102254862519","pred","model/task1/cv5/41f3d229-d29b-4a68-8815-108f9beb31f5/en_deberta_large","1.207279186851009","1.200410225486252","0.27","0.27"
"wandering-sweep-106","lt9lhzb6","finished","-","tabchen","","2022-09-14T15:14:28.000Z","2484","31xks6k8","32","2","0","0.000005","256","en_deberta_v3_large","model/task1/cv5","6","0.7959","0.8079","0.7803","0.8358","0.8189","0.8386","0","0.4413","0","0","0.3668","0","0","0.5537","0","0.8091965684566167","0.8093245035640884","pred","model/task1/cv5/91898724-77c6-4b8a-9202-d4733f04238c/en_deberta_v3_large","1.2504965684566167","1.2544245035640884","0.28","0.28"
"deft-sweep-105","9hq4i1b2","finished","-","tabchen","","2022-09-14T14:50:35.000Z","2632","31xks6k8","32","2","0","0.00001","256","en_deberta_large","model/task1/cv5","2","0.787","0.7864","0.7692","0.8358","0.8061","0.8389","0.0092","0.441","0.0437","0.5","0.3513","0.5217","0.0047","0.5923","0.0228","0.7872739507461347","0.7903949138393042","pred","model/task1/cv5/83deceee-cefd-4faa-ba17-ef504318192f/en_deberta_large","1.2282739507461349","1.2221949138393042","0.25","0.25"
"visionary-sweep-104","lt9lhzb6","finished","-","tabchen","","2022-09-14T14:32:56.000Z","2484","31xks6k8","32","2","0","0.000005","256","en_deberta_v3_large","model/task1/cv5","2","0.7899","0.7958","0.7789","0.835","0.8118","0.8425","0.0357","0.4518","0.0656","0.4444","0.3621","0.7826","0.0186","0.6006","0.0342","0.7936353824087199","0.8090443749475259","pred","model/task1/cv5/ed41142c-44de-4d97-b0d0-8b6f1c93913e/en_deberta_v3_large","1.24543538240872","1.242344374947526","0.25","0.25"
"smooth-sweep-103","1wrbwr4p","finished","-","tabchen","","2022-09-14T14:31:30.000Z","2626","31xks6k8","32","4","0","0.00001","256","en_deberta_large","model/task1/cv5","6","0.7812","0.7958","0.7665","0.8365","0.8353","0.8407","0.0932","0.4191","0.1277","0.5238","0.3848","0.5507","0.0512","0.4601","0.0722","0.8258826590796186","0.8325522821778775","pred","model/task1/cv5/5e3d6d11-d3ea-41e1-acf7-86a59d60d4d0/en_deberta_large","1.2449826590796185","1.2357522821778777","0.23","0.23"
"jumping-sweep-102","9hq4i1b2","finished","-","tabchen","","2022-09-14T14:16:51.000Z","2012","31xks6k8","32","1","0","0.00002","256","en_deberta_v3_large","model/task1/cv5","1","0.6734","0.5522","0.6377","0.8358","0.8709","0.8386","0","0","0","0","0","0","0","0","0","0.8575060702312525","0.8703580628786693","pred","model/task1/cv5/41b2cdf1-6ae5-4ae8-9ba9-c4832eafb842/en_deberta_v3_large","0.8575060702312525","0.8703580628786693","0.55","0.55"
"driven-sweep-101","lt9lhzb6","finished","-","tabchen","","2022-09-14T13:51:12.000Z","2494","31xks6k8","32","2","0","0.00001","256","en_deberta_v3_large","model/task1/cv5","6","0.7765","0.7934","0.7732","0.8358","0.8285","0.8386","0","0.4303","0","0","0.3768","0","0","0.5014","0","0.8182428959747269","0.827013255138249","pred","model/task1/cv5/f3dce154-7662-4c92-a236-04d45b288a0e/en_deberta_v3_large","1.248542895974727","1.243813255138249","0.25","0.25"
"copper-sweep-100","1wrbwr4p","finished","-","tabchen","","2022-09-14T13:47:36.000Z","2625","31xks6k8","32","10","0","0.000005","256","en_deberta_large","model/task1/cv5","2","0.7799","0.7807","0.7581","0.8358","0.7962","0.8389","0","0.4147","0.0038","0","0.3295","1","0","0.5592","0.0019","0.7721001691784389","0.7856571707833911","pred","model/task1/cv5/8316359d-6e72-4800-9b50-d96e44764b23/en_deberta_large","1.186800169178439","1.2175571707833912","0.22","0.22"
"devoted-sweep-99","9hq4i1b2","finished","-","tabchen","","2022-09-14T13:24:48.000Z","3114","31xks6k8","32","2","0","0.000001","256","en_deberta_large","model/task1/cv5","6","0.7939","0.7847","0.7778","0.8296","0.8111","0.8444","0.1186","0.4345","0.1888","0.3947","0.3542","0.596","0.0698","0.562","0.1122","0.8029251061803286","0.827273181593965","pred","model/task1/cv5/8f4b6116-e2df-4c08-ab0f-4e0a8e04a268/en_deberta_large","1.2374251061803283","1.267573181593965","0.24","0.24"
"wobbly-sweep-98","lt9lhzb6","finished","-","tabchen","","2022-09-14T13:11:22.000Z","2382","31xks6k8","32","4","0","0.00001","256","en_deberta_large","model/task1/cv5","4","0.7974","0.7937","0.7674","0.8358","0.8132","0.8386","0","0.4397","0","0","0.3589","0","0","0.5675","0","0.7986883290815134","0.8225711892694026","pred","model/task1/cv5/00932e02-e9bb-42c5-aa3c-9d3deb468acb/en_deberta_large","1.2383883290815134","1.2461711892694027","0.23","0.23"
"gallant-sweep-97","1wrbwr4p","finished","-","tabchen","","2022-09-14T13:03:38.000Z","2629","31xks6k8","32","1","0","0.00001","256","en_deberta_large","model/task1/cv5","1","0.7841","0.7546","0.7584","0.838","0.7606","0.841","0.0862","0.3786","0.116","0.5882","0.2847","0.5667","0.0465","0.5647","0.0646","0.7496225927602798","0.7724734054478516","pred","model/task1/cv5/b71ca07e-9aff-43f0-a9c1-500acc3c969b/en_deberta_large","1.1282225927602798","1.1873734054478515","0.21","0.21"
"wobbly-sweep-96","9hq4i1b2","finished","-","tabchen","","2022-09-14T12:30:31.000Z","3247","31xks6k8","32","4","0","0.00001","256","en_deberta_large","model/task1/cv5","2","0.7737","0.7748","0.7521","0.8327","0.7901","0.8416","0.1275","0.3867","0.1569","0.4444","0.3105","0.5581","0.0744","0.5124","0.0913","0.7789434301595126","0.8088995441893649","pred","model/task1/cv5/c15db19a-c8c4-42da-afdf-83d18439f3f3/en_deberta_large","1.1656434301595129","1.2088995441893648","0.23","0.23"
"eager-sweep-95","lt9lhzb6","finished","-","tabchen","","2022-09-14T12:24:55.000Z","2780","31xks6k8","32","2","0","0.00001","256","en_deberta_large","model/task1/cv5","6","0.8009","0.7912","0.7768","0.8365","0.8289","0.8398","0.0093","0.4184","0.0188","1","0.3728","0.8333","0.0047","0.4766","0.0095","0.8125354535911165","0.8281056608984457","pred","model/task1/cv5/5de17dff-2814-46ed-a2c0-94ae20a743a6/en_deberta_large","1.2309354535911163","1.2246056608984457","0.23","0.23"
"balmy-sweep-94","1wrbwr4p","finished","-","tabchen","","2022-09-14T12:22:21.000Z","2472","31xks6k8","32","1","0","0.00002","256","en_deberta_v3_large","model/task1/cv5","4","0.5113","0.5122","0.5141","0.8358","0.8709","0.8386","0","0","0","0","0","0","0","0","0","0.8575060702312525","0.8703580628786693","pred","model/task1/cv5/69b037c6-ac7f-4d0d-b697-3b4a2cfe5d14/en_deberta_v3_large","0.8575060702312525","0.8703580628786693","0.55","0.55"
"dry-sweep-93","lt9lhzb6","finished","-","tabchen","","2022-09-14T11:47:08.000Z","2259","31xks6k8","32","10","0","0.000005","256","en_deberta_large","model/task1/cv5","4","0.7995","0.7851","0.767","0.8365","0.7905","0.8382","0.0093","0.4116","0","1","0.3229","0","0.0047","0.5675","0","0.774630483311724","0.8151134145404146","pred","model/task1/cv5/01c888c7-df41-412e-b69f-f813c446fdc5/en_deberta_large","1.186230483311724","1.2640134145404147","0.19","0.19"
"earnest-sweep-92","9hq4i1b2","finished","-","tabchen","","2022-09-14T11:46:52.000Z","2613","31xks6k8","32","2","0","0.000005","256","en_deberta_v3_large","model/task1/cv5","2","0.7891","0.7985","0.781","0.8358","0.7922","0.8386","0","0.4352","0","0","0.3353","0","0","0.6198","0","0.7826644331743396","0.7890252042275681","pred","model/task1/cv5/c29015cc-e13c-40b9-abf7-c5d9a76c1e85/en_deberta_v3_large","1.2178644331743396","1.230925204227568","0.26","0.26"
"wild-sweep-91","1wrbwr4p","finished","-","tabchen","","2022-09-14T11:27:52.000Z","3259","31xks6k8","32","6","0","0.000001","256","en_deberta_large","model/task1/cv5","4","0.7961","0.7785","0.7759","0.8327","0.8011","0.8432","0.0681","0.3944","0.1205","0.4","0.325","0.6364","0.0372","0.5014","0.0665","0.7818702266617042","0.8278186513594511","pred","model/task1/cv5/45a0eeb1-0a8c-4c93-90e4-1793047c5124/en_deberta_large","1.1762702266617042","1.276718651359451","0.21","0.21"
"copper-sweep-90","lt9lhzb6","finished","-","tabchen","","2022-09-14T11:12:25.000Z","2071","31xks6k8","32","4","0","0.00002","256","en_deberta_v3_large","model/task1/cv5","1","0.506","0.5092","0.4799","0.8358","0.8709","0.8386","0","0","0","0","0","0","0","0","0","0.8575060702312525","0.8703580628786693","pred","model/task1/cv5/5c6a67a4-6b7f-4d0c-ae81-44bee29ae238/en_deberta_v3_large","0.8575060702312525","0.8703580628786693","0.55","0.55"
"dry-sweep-89","9hq4i1b2","finished","-","tabchen","","2022-09-14T10:46:10.000Z","3633","31xks6k8","32","10","0","0.00002","256","en_deberta_large","model/task1/cv5","1","0.763","0.7368","0.7442","0.835","0.7926","0.8343","0.2703","0.3515","0.2351","0.4938","0.2948","0.4611","0.186","0.4353","0.1578","0.778290612657923","0.7781447305859462","pred","model/task1/cv5/f5cfb497-d15b-4948-888b-620bb2a551ce/en_deberta_large","1.129790612657923","1.1646447305859462","0.2","0.2"
"royal-sweep-88","1wrbwr4p","finished","-","tabchen","","2022-09-14T10:38:12.000Z","2970","31xks6k8","32","10","0","0.000001","256","en_deberta_v3_large","model/task1/cv5","2","0.7848","0.7888","0.7729","0.8358","0.7997","0.8389","0.0773","0.433","0.0838","0.5","0.3413","0.5106","0.0419","0.5923","0.0456","0.7873157169237013","0.7652255356963957","pred","model/task1/cv5/3d0f6ccd-ec93-4ad8-abc5-af8462f38f34/en_deberta_v3_large","1.220315716923701","1.2041255356963958","0.27","0.27"
"azure-sweep-87","lt9lhzb6","finished","-","tabchen","","2022-09-14T10:30:56.000Z","2481","31xks6k8","32","2","0","0.000005","256","en_deberta_v3_large","model/task1/cv5","6","0.8019","0.7947","0.7698","0.8358","0.8264","0.8389","0.0092","0.4404","0.0076","0.5","0.3772","0.6667","0.0047","0.5289","0.0038","0.8159257682197517","0.8337336926222289","pred","model/task1/cv5/09641e70-b95a-4c34-91cd-fd61e7a25251/en_deberta_v3_large","1.2563257682197515","1.2659336926222289","0.27","0.27"
"curious-sweep-86","9hq4i1b2","finished","-","tabchen","","2022-09-14T10:10:33.000Z","2128","31xks6k8","32","10","0","0.00002","256","en_deberta_large","model/task1/cv5","10","0.5381","0.5871","0.5004","0.165","0.8709","0.1621","0.2823","0","0.2782","0.1644","0","0.1615","1","0","1","0.8575060702312525","0.8703580628786693","pred","model/task1/cv5/bbc6f5a5-edbf-4cc5-8c0d-2fbaab664846/en_deberta_large","0.8575060702312525","0.8703580628786693","0.55","0.55"
"lucky-sweep-85","1wrbwr4p","finished","-","tabchen","","2022-09-14T09:54:17.000Z","2627","31xks6k8","32","10","0","0.00001","256","en_deberta_large","model/task1/cv5","4","0.7866","0.7843","0.7653","0.835","0.8015","0.8416","0.0357","0.4013","0.0444","0.4444","0.3286","0.8571","0.0186","0.5152","0.0228","0.7828394944342966","0.8292494797189385","pred","model/task1/cv5/52451093-2ad4-4114-a343-165a68c8868e/en_deberta_large","1.184139494434297","1.2607494797189385","0.21","0.21"
"serene-sweep-84","lt9lhzb6","finished","-","tabchen","","2022-09-14T09:49:19.000Z","2490","31xks6k8","32","2","0","0.000005","256","en_deberta_v3_large","model/task1/cv5","4","0.7884","0.7997","0.7854","0.8358","0.8068","0.8398","0.0183","0.4442","0.0225","0.5","0.3534","0.75","0.0093","0.5978","0.0114","0.7954893268738017","0.8139888183712618","pred","model/task1/cv5/9b9d8546-4cee-4d7a-8098-5ceacf284dfb/en_deberta_v3_large","1.2396893268738016","1.268888818371262","0.25","0.25"
